model,n_train,n_valid,train_positive_count,valid_positive_count,train_positive_rate,valid_positive_rate,best_iteration,auprc_valid,roc_auc_valid,precision_at_100_valid,precision_at_500_valid,precision_at_1000_valid,precision_at_5000_valid,recall_at_500_valid,recall_at_1000_valid,lift_at_500_valid,lift_at_1000_valid
catboost,4637589,1230284,507,166,0.00010932404747380589,0.00013492819544105264,202,0.0015319026011130494,0.7982022569017133,0.0,0.006,0.008,0.0036,0.018072289156626505,0.04819277108433735,44.46809638554217,59.29079518072289
