npi_clean,summary_year,rndrng_prvdr_type,true_label,score,top_driver_1,top_driver_2,top_driver_3
1285624759,2023,Internal Medicine,0,0.952281872454533,alowd_to_pymt_ratio,alowd_to_pymt_ratio_specialty_year_pct_rank,rndrng_prvdr_type
1780680264,2023,Internal Medicine,0,0.9498313946781212,alowd_to_pymt_ratio,alowd_to_pymt_ratio_specialty_year_pct_rank,pymt_amt_per_bene
1730306267,2023,Internal Medicine,0,0.9483936016304907,alowd_to_pymt_ratio,alowd_to_pymt_ratio_specialty_year_pct_rank,pymt_amt_per_bene
1780723114,2023,Family Practice,0,0.9457812725906005,alowd_to_pymt_ratio,alowd_to_pymt_ratio_specialty_year_pct_rank,tot_benes_specialty_year_pct_rank
1245288109,2023,Family Practice,0,0.9457734238208919,alowd_to_pymt_ratio,alowd_to_pymt_ratio_specialty_year_pct_rank,tot_benes_specialty_year_pct_rank
